assigned_analyst,asset_id,alert_id,alert_timestamp,source_system,alert_type,severity,status,time_to_triage_minutes,false_positive,asset_criticality,business_unit,region,analyst_shift,alert_date,alert_hour,is_business_hours,sla_target_minutes,sla_breached_calc
Analyst_11,AST-00387,ALT-105007,2026-05-12 11:15:00,Firewall,Blocked Known-Bad IP,Low,Closed,716.7,True,Tier 2 - High,Corporate Functions,APAC,Day,2026-05-12,11,True,1440,False
Analyst_02,AST-00509,ALT-102930,2026-05-12 11:15:00,Email Gateway,Business Email Compromise Indicator,Medium,Closed,243.7,False,Tier 2 - High,Corporate Functions,EMEA,Day,2026-05-12,11,True,480,False
Analyst_08,AST-00292,ALT-103151,2026-05-12 11:29:00,EDR,Suspicious Process Execution,Medium,Closed,334.6,False,Tier 3 - Standard,Corporate Functions,EMEA,Evening,2026-05-12,11,True,480,False
Analyst_01,AST-00567,ALT-106003,2026-05-12 11:39:00,SIEM,Anomalous Login Pattern,Medium,In Progress,966.5,False,Tier 3 - Standard,Corporate Functions,NA,Evening,2026-05-12,11,True,480,True
Analyst_14,AST-00704,ALT-108238,2026-05-12 11:41:00,IDS/IPS,Protocol Anomaly,Low,Closed,1288.3,False,Tier 2 - High,Technology,EMEA,Night,2026-05-12,11,True,1440,False
Analyst_12,AST-00744,ALT-102180,2026-05-12 11:50:00,SIEM,Brute Force Attempt,Medium,Closed,106.2,False,Tier 3 - Standard,Fund Services,NA,Night,2026-05-12,11,True,480,False
Analyst_13,AST-00369,ALT-102270,2026-05-12 11:51:00,SIEM,Brute Force Attempt,Critical,Closed,17.3,False,Tier 3 - Standard,Corporate Functions,NA,Evening,2026-05-12,11,True,30,False
Analyst_06,AST-00746,ALT-100368,2026-05-12 11:59:00,EDR,Suspicious Process Execution,Medium,Closed,10.1,True,Tier 3 - Standard,Global Markets,EMEA,Night,2026-05-12,11,True,480,False
Analyst_09,AST-00476,ALT-110455,2026-05-12 12:10:00,Email Gateway,Spoofed Sender Domain,High,Closed,1309.6,False,Tier 3 - Standard,Retail Banking,NA,Day,2026-05-12,12,True,120,True
Analyst_09,AST-00309,ALT-106587,2026-05-12 12:13:00,SIEM,Lateral Movement Indicator,Medium,In Progress,204.0,False,Tier 2 - High,Global Markets,APAC,Day,2026-05-12,12,True,480,False
Analyst_09,AST-00373,ALT-106175,2026-05-12 12:14:00,SIEM,Privilege Escalation Attempt,Medium,Closed,134.6,False,Tier 3 - Standard,Technology,NA,Day,2026-05-12,12,True,480,False
Analyst_01,AST-00210,ALT-109072,2026-05-12 12:20:00,SIEM,Lateral Movement Indicator,Medium,Closed,272.5,True,Tier 3 - Standard,Asset Servicing,NA,Evening,2026-05-12,12,True,480,False
Analyst_03,AST-00774,ALT-107363,2026-05-12 12:24:00,Email Gateway,Spoofed Sender Domain,Medium,Closed,1546.2,False,Tier 2 - High,Corporate Functions,EMEA,Night,2026-05-12,12,True,480,True
Analyst_13,AST-00420,ALT-107176,2026-05-12 12:33:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Medium,Closed,196.2,True,Tier 3 - Standard,Corporate Functions,EMEA,Evening,2026-05-12,12,True,480,False
Analyst_01,AST-00149,ALT-107764,2026-05-12 12:36:00,Cloud Access Security (CASB),Unsanctioned App Access,High,Closed,50.5,False,Tier 2 - High,Asset Servicing,EMEA,Evening,2026-05-12,12,True,120,False
Analyst_03,AST-00367,ALT-107635,2026-05-12 12:46:00,EDR,Credential Dumping Indicator,Low,Closed,419.4,False,Tier 3 - Standard,Fund Services,APAC,Night,2026-05-12,12,True,1440,False
Analyst_07,AST-00616,ALT-108480,2026-05-12 12:50:00,SIEM,Lateral Movement Indicator,High,Closed,169.3,False,Tier 3 - Standard,Retail Banking,EMEA,Evening,2026-05-12,12,True,120,True
Analyst_03,AST-00063,ALT-101784,2026-05-12 12:53:00,Email Gateway,Malicious Attachment,Low,Closed,4331.4,True,Tier 2 - High,Fund Services,NA,Night,2026-05-12,12,True,1440,True
Analyst_03,AST-00397,ALT-106724,2026-05-12 13:18:00,Cloud Access Security (CASB),Unsanctioned App Access,High,Closed,210.7,False,Tier 3 - Standard,Retail Banking,NA,Night,2026-05-12,13,True,120,True
Analyst_13,AST-00225,ALT-111077,2026-05-12 13:18:00,Email Gateway,Malicious Attachment,Low,Closed,1076.8,True,Tier 1 - Critical,Global Markets,APAC,Evening,2026-05-12,13,True,1440,False
Analyst_09,AST-00072,ALT-105622,2026-05-12 13:38:00,IDS/IPS,Protocol Anomaly,Medium,Closed,171.3,False,Tier 1 - Critical,Technology,APAC,Day,2026-05-12,13,True,480,False
Analyst_13,AST-00394,ALT-102428,2026-05-12 13:40:00,Email Gateway,Spoofed Sender Domain,Medium,Closed,207.0,True,Tier 3 - Standard,Corporate Functions,NA,Evening,2026-05-12,13,True,480,False
Analyst_03,AST-00441,ALT-107147,2026-05-12 13:44:00,Firewall,Blocked Known-Bad IP,Medium,Closed,94.3,True,Tier 1 - Critical,Asset Servicing,APAC,Night,2026-05-12,13,True,480,False
Analyst_05,AST-00419,ALT-111745,2026-05-12 13:52:00,SIEM,Anomalous Login Pattern,Medium,Closed,677.1,False,Tier 3 - Standard,Global Markets,EMEA,Day,2026-05-12,13,True,480,True
Analyst_14,AST-00242,ALT-108873,2026-05-12 13:52:00,Cloud Access Security (CASB),Anomalous Data Download Volume,High,Closed,64.0,False,Tier 3 - Standard,Fund Services,NA,Night,2026-05-12,13,True,120,False
Analyst_10,AST-00330,ALT-109452,2026-05-12 14:01:00,Email Gateway,Spoofed Sender Domain,Medium,Closed,458.1,False,Tier 3 - Standard,Corporate Functions,NA,Evening,2026-05-12,14,True,480,False
Analyst_07,AST-00450,ALT-101161,2026-05-12 14:02:00,SIEM,Privilege Escalation Attempt,High,Closed,55.5,False,Tier 2 - High,Global Markets,NA,Evening,2026-05-12,14,True,120,False
Analyst_13,AST-00235,ALT-106113,2026-05-12 14:13:00,SIEM,Privilege Escalation Attempt,Medium,Closed,585.1,False,Tier 3 - Standard,Technology,EMEA,Evening,2026-05-12,14,True,480,True
Analyst_07,AST-00334,ALT-109576,2026-05-12 14:14:00,Cloud Access Security (CASB),Unsanctioned App Access,Medium,Closed,1070.1,False,Tier 2 - High,Technology,EMEA,Evening,2026-05-12,14,True,480,True
Analyst_14,AST-00219,ALT-109486,2026-05-12 14:14:00,SIEM,Brute Force Attempt,High,Closed,252.0,False,Tier 3 - Standard,Global Markets,NA,Night,2026-05-12,14,True,120,True
Analyst_05,AST-00088,ALT-110216,2026-05-12 14:18:00,Firewall,Blocked Known-Bad IP,High,Closed,153.4,True,Tier 3 - Standard,Technology,EMEA,Day,2026-05-12,14,True,120,True
Analyst_06,AST-00277,ALT-110794,2026-05-12 14:29:00,EDR,Suspicious Process Execution,Low,Closed,3334.7,False,Tier 3 - Standard,Asset Servicing,NA,Night,2026-05-12,14,True,1440,True
Analyst_07,AST-00309,ALT-107296,2026-05-12 14:34:00,Email Gateway,Phishing Attempt,Critical,Closed,8.4,False,Tier 2 - High,Global Markets,APAC,Evening,2026-05-12,14,True,30,False
Analyst_09,AST-00759,ALT-103871,2026-05-12 14:37:00,EDR,Ransomware Behavior Pattern,Low,Closed,12439.7,True,Tier 3 - Standard,Technology,EMEA,Day,2026-05-12,14,True,1440,True
Analyst_10,AST-00540,ALT-107045,2026-05-12 14:39:00,Email Gateway,Malicious Attachment,Low,Closed,758.2,True,Tier 3 - Standard,Technology,APAC,Evening,2026-05-12,14,True,1440,False
Analyst_03,AST-00771,ALT-111205,2026-05-12 14:46:00,SIEM,Brute Force Attempt,High,Closed,183.8,False,Tier 3 - Standard,Asset Servicing,EMEA,Night,2026-05-12,14,True,120,True
Analyst_01,AST-00408,ALT-111085,2026-05-12 14:55:00,SIEM,Privilege Escalation Attempt,Medium,Closed,819.8,True,Tier 1 - Critical,Technology,EMEA,Evening,2026-05-12,14,True,480,True
Analyst_01,AST-00399,ALT-101071,2026-05-12 14:56:00,SIEM,Lateral Movement Indicator,Medium,Closed,965.6,True,Tier 1 - Critical,Corporate Functions,EMEA,Evening,2026-05-12,14,True,480,True
Analyst_10,AST-00578,ALT-106151,2026-05-12 14:57:00,SIEM,Brute Force Attempt,Medium,Closed,134.6,False,Tier 3 - Standard,Fund Services,NA,Evening,2026-05-12,14,True,480,False
Analyst_09,AST-00466,ALT-101435,2026-05-12 15:00:00,EDR,Ransomware Behavior Pattern,Low,Closed,607.1,False,Tier 3 - Standard,Asset Servicing,EMEA,Day,2026-05-12,15,True,1440,False
Analyst_13,AST-00087,ALT-107190,2026-05-12 15:14:00,EDR,Suspicious Process Execution,Medium,Closed,184.5,True,Tier 3 - Standard,Corporate Functions,NA,Evening,2026-05-12,15,True,480,False
Analyst_08,AST-00102,ALT-107090,2026-05-12 15:17:00,SIEM,Anomalous Login Pattern,High,Closed,15.2,False,Tier 3 - Standard,Retail Banking,EMEA,Evening,2026-05-12,15,True,120,False
Analyst_12,AST-00795,ALT-100910,2026-05-12 15:19:00,EDR,Unsigned Binary Execution,Medium,Closed,375.2,True,Tier 3 - Standard,Retail Banking,NA,Night,2026-05-12,15,True,480,False
Analyst_07,AST-00158,ALT-105635,2026-05-12 15:25:00,EDR,Suspicious Process Execution,High,Closed,175.9,False,Tier 3 - Standard,Asset Servicing,APAC,Evening,2026-05-12,15,True,120,True
Analyst_01,AST-00423,ALT-100086,2026-05-12 15:26:00,Cloud Access Security (CASB),Impossible Travel Login,Medium,Closed,964.0,False,Tier 2 - High,Asset Servicing,NA,Evening,2026-05-12,15,True,480,True
Analyst_13,AST-00247,ALT-111833,2026-05-12 15:28:00,Email Gateway,Spoofed Sender Domain,Low,Closed,1647.4,True,Tier 2 - High,Global Markets,EMEA,Evening,2026-05-12,15,True,1440,True
Analyst_14,AST-00338,ALT-104144,2026-05-12 15:29:00,SIEM,Anomalous Login Pattern,Low,Closed,436.8,True,Tier 2 - High,Fund Services,NA,Night,2026-05-12,15,True,1440,False
Analyst_03,AST-00276,ALT-102496,2026-05-12 15:31:00,Cloud Access Security (CASB),Impossible Travel Login,Medium,Closed,55.2,True,Tier 2 - High,Asset Servicing,EMEA,Night,2026-05-12,15,True,480,False
Analyst_09,AST-00661,ALT-108725,2026-05-12 15:32:00,Email Gateway,Spoofed Sender Domain,Medium,Closed,52.9,True,Tier 3 - Standard,Technology,APAC,Day,2026-05-12,15,True,480,False
Analyst_05,AST-00297,ALT-111362,2026-05-12 15:43:00,SIEM,Privilege Escalation Attempt,High,Closed,158.5,False,Tier 3 - Standard,Global Markets,NA,Day,2026-05-12,15,True,120,True
Analyst_06,AST-00429,ALT-103317,2026-05-12 15:54:00,Firewall,Blocked Outbound C2 Traffic,Medium,Closed,194.5,False,Tier 3 - Standard,Fund Services,EMEA,Night,2026-05-12,15,True,480,False
Analyst_01,AST-00620,ALT-104319,2026-05-12 16:01:00,IDS/IPS,Exploit Attempt Signature Match,High,Closed,198.1,False,Tier 3 - Standard,Asset Servicing,NA,Evening,2026-05-12,16,True,120,True
Analyst_02,AST-00740,ALT-100561,2026-05-12 16:03:00,Firewall,Blocked Known-Bad IP,Low,Closed,430.6,False,Tier 3 - Standard,Asset Servicing,APAC,Day,2026-05-12,16,True,1440,False
Analyst_03,AST-00234,ALT-110210,2026-05-12 16:03:00,Firewall,Blocked Outbound C2 Traffic,Critical,Closed,44.4,False,Tier 3 - Standard,Asset Servicing,EMEA,Night,2026-05-12,16,True,30,True
Analyst_12,AST-00322,ALT-110713,2026-05-12 16:12:00,EDR,Unsigned Binary Execution,Low,Closed,511.3,False,Tier 3 - Standard,Asset Servicing,EMEA,Night,2026-05-12,16,True,1440,False
Analyst_06,AST-00585,ALT-108387,2026-05-12 16:23:00,Email Gateway,Malicious Attachment,High,Closed,20.7,False,Tier 3 - Standard,Corporate Functions,EMEA,Night,2026-05-12,16,True,120,False
Analyst_12,AST-00605,ALT-111095,2026-05-12 16:34:00,SIEM,Anomalous Login Pattern,Medium,Closed,296.5,False,Tier 2 - High,Technology,EMEA,Night,2026-05-12,16,True,480,False
Analyst_01,AST-00067,ALT-106661,2026-05-12 16:41:00,SIEM,Lateral Movement Indicator,Low,Closed,3433.7,False,Tier 3 - Standard,Retail Banking,NA,Evening,2026-05-12,16,True,1440,True
Analyst_08,AST-00319,ALT-100234,2026-05-12 16:43:00,Email Gateway,Spoofed Sender Domain,Medium,In Progress,754.7,True,Tier 3 - Standard,Retail Banking,EMEA,Evening,2026-05-12,16,True,480,True
Analyst_01,AST-00252,ALT-102312,2026-05-12 16:46:00,Email Gateway,Malicious Attachment,Medium,Closed,2204.4,False,Tier 2 - High,Retail Banking,EMEA,Evening,2026-05-12,16,True,480,True
Analyst_09,AST-00681,ALT-105383,2026-05-12 16:46:00,SIEM,Privilege Escalation Attempt,High,Closed,34.3,False,Tier 3 - Standard,Asset Servicing,NA,Day,2026-05-12,16,True,120,False
Analyst_13,AST-00304,ALT-107431,2026-05-12 16:48:00,Cloud Access Security (CASB),Impossible Travel Login,Low,Closed,1616.4,False,Tier 3 - Standard,Global Markets,APAC,Evening,2026-05-12,16,True,1440,True
Analyst_07,AST-00622,ALT-100176,2026-05-12 16:48:00,SIEM,Privilege Escalation Attempt,High,Closed,128.0,False,Tier 2 - High,Global Markets,NA,Evening,2026-05-12,16,True,120,True
Analyst_08,AST-00189,ALT-100588,2026-05-12 16:49:00,Firewall,Blocked Outbound C2 Traffic,Medium,Closed,578.1,False,Tier 3 - Standard,Asset Servicing,APAC,Evening,2026-05-12,16,True,480,True
Analyst_13,AST-00367,ALT-109032,2026-05-12 16:49:00,EDR,Credential Dumping Indicator,Medium,Closed,180.6,True,Tier 3 - Standard,Fund Services,APAC,Evening,2026-05-12,16,True,480,False
Analyst_03,AST-00657,ALT-111488,2026-05-12 17:00:00,EDR,Unsigned Binary Execution,Low,Closed,2775.0,True,Tier 2 - High,Fund Services,NA,Night,2026-05-12,17,True,1440,True
Analyst_11,AST-00770,ALT-106306,2026-05-12 17:03:00,Firewall,Unusual Outbound Data Volume,Low,Closed,2008.9,False,Tier 3 - Standard,Asset Servicing,NA,Day,2026-05-12,17,True,1440,True
Analyst_01,AST-00786,ALT-106750,2026-05-12 17:11:00,Email Gateway,Phishing Attempt,Low,Closed,740.4,False,Tier 3 - Standard,Corporate Functions,EMEA,Evening,2026-05-12,17,True,1440,False
Analyst_07,AST-00691,ALT-102682,2026-05-12 17:21:00,SIEM,Lateral Movement Indicator,Low,Closed,489.9,True,Tier 2 - High,Technology,EMEA,Evening,2026-05-12,17,True,1440,False
Analyst_03,AST-00056,ALT-109112,2026-05-12 17:23:00,Firewall,Unusual Outbound Data Volume,Medium,Closed,401.5,False,Tier 3 - Standard,Fund Services,EMEA,Night,2026-05-12,17,True,480,False
Analyst_14,AST-00584,ALT-110476,2026-05-12 17:25:00,Email Gateway,Phishing Attempt,High,Closed,73.0,False,Tier 3 - Standard,Fund Services,NA,Night,2026-05-12,17,True,120,False
Analyst_02,AST-00333,ALT-104849,2026-05-12 17:34:00,EDR,Credential Dumping Indicator,Medium,Closed,63.5,False,Tier 3 - Standard,Technology,NA,Day,2026-05-12,17,True,480,False
Analyst_04,AST-00710,ALT-111686,2026-05-12 17:34:00,SIEM,Privilege Escalation Attempt,Low,Closed,1547.3,False,Tier 3 - Standard,Fund Services,NA,Evening,2026-05-12,17,True,1440,True
Analyst_02,AST-00380,ALT-104136,2026-05-12 17:38:00,Cloud Access Security (CASB),Impossible Travel Login,Low,Closed,163.3,False,Tier 3 - Standard,Retail Banking,NA,Day,2026-05-12,17,True,1440,False
Analyst_04,AST-00177,ALT-102730,2026-05-12 17:46:00,Firewall,Unusual Outbound Data Volume,Medium,Closed,720.4,False,Tier 3 - Standard,Retail Banking,APAC,Evening,2026-05-12,17,True,480,True
Analyst_09,AST-00548,ALT-111165,2026-05-12 17:52:00,Email Gateway,Phishing Attempt,Critical,Closed,55.7,False,Tier 2 - High,Fund Services,NA,Day,2026-05-12,17,True,30,True
Analyst_04,AST-00208,ALT-103365,2026-05-12 17:52:00,SIEM,Lateral Movement Indicator,High,Closed,126.1,False,Tier 3 - Standard,Retail Banking,EMEA,Evening,2026-05-12,17,True,120,True
Analyst_07,AST-00310,ALT-102952,2026-05-12 17:53:00,Cloud Access Security (CASB),Impossible Travel Login,High,Closed,279.2,False,Tier 3 - Standard,Corporate Functions,EMEA,Evening,2026-05-12,17,True,120,True
Analyst_03,AST-00600,ALT-100482,2026-05-12 17:55:00,Firewall,Unusual Outbound Data Volume,High,Closed,1266.5,False,Tier 3 - Standard,Technology,NA,Night,2026-05-12,17,True,120,True
Analyst_01,AST-00007,ALT-107912,2026-05-12 18:06:00,SIEM,Privilege Escalation Attempt,Low,Closed,609.3,False,Tier 3 - Standard,Global Markets,NA,Evening,2026-05-12,18,True,1440,False
Analyst_04,AST-00174,ALT-103273,2026-05-12 18:13:00,Email Gateway,Business Email Compromise Indicator,Low,Closed,154.0,False,Tier 1 - Critical,Global Markets,NA,Evening,2026-05-12,18,True,1440,False
Analyst_10,AST-00158,ALT-100551,2026-05-12 18:30:00,IDS/IPS,Exploit Attempt Signature Match,High,Closed,7.9,False,Tier 3 - Standard,Asset Servicing,APAC,Evening,2026-05-12,18,True,120,False
Analyst_10,AST-00555,ALT-106378,2026-05-12 18:32:00,SIEM,Anomalous Login Pattern,Medium,Closed,456.4,True,Tier 3 - Standard,Corporate Functions,NA,Evening,2026-05-12,18,True,480,False
Analyst_05,AST-00746,ALT-102601,2026-05-12 18:40:00,EDR,Suspicious Process Execution,Medium,Closed,582.0,True,Tier 3 - Standard,Global Markets,EMEA,Day,2026-05-12,18,True,480,True
Analyst_06,AST-00387,ALT-106900,2026-05-12 18:40:00,Cloud Access Security (CASB),Anomalous Data Download Volume,High,Closed,117.2,False,Tier 2 - High,Corporate Functions,APAC,Night,2026-05-12,18,True,120,False
Analyst_10,AST-00454,ALT-111502,2026-05-12 18:43:00,Firewall,Blocked Known-Bad IP,Low,Closed,3444.7,False,Tier 3 - Standard,Retail Banking,NA,Evening,2026-05-12,18,True,1440,True
Analyst_11,AST-00603,ALT-104808,2026-05-12 18:57:00,SIEM,Lateral Movement Indicator,High,Closed,41.9,False,Tier 3 - Standard,Corporate Functions,EMEA,Day,2026-05-12,18,True,120,False
Analyst_02,AST-00463,ALT-110720,2026-05-12 20:19:00,SIEM,Lateral Movement Indicator,Low,Closed,1064.3,False,Tier 3 - Standard,Technology,EMEA,Day,2026-05-12,20,False,1440,False
Analyst_06,AST-00606,ALT-104570,2026-05-12 21:55:00,Cloud Access Security (CASB),Impossible Travel Login,High,Closed,141.0,True,Tier 1 - Critical,Retail Banking,EMEA,Night,2026-05-12,21,False,120,True
Analyst_08,AST-00392,ALT-104736,2026-05-12 22:12:00,Email Gateway,Malicious Attachment,Critical,Closed,29.8,False,Tier 3 - Standard,Global Markets,NA,Evening,2026-05-12,22,False,30,False
Analyst_05,AST-00277,ALT-106802,2026-05-12 22:38:00,IDS/IPS,Protocol Anomaly,Medium,Closed,632.2,False,Tier 3 - Standard,Asset Servicing,NA,Day,2026-05-12,22,False,480,True
Analyst_09,AST-00225,ALT-109374,2026-05-12 22:48:00,SIEM,Anomalous Login Pattern,Medium,Closed,697.2,False,Tier 1 - Critical,Global Markets,APAC,Day,2026-05-12,22,False,480,True
Analyst_01,AST-00745,ALT-101514,2026-05-12 22:59:00,Email Gateway,Spoofed Sender Domain,Medium,Closed,491.4,False,Tier 1 - Critical,Retail Banking,APAC,Evening,2026-05-12,22,False,480,True
Analyst_03,AST-00530,ALT-101204,2026-05-12 23:28:00,SIEM,Anomalous Login Pattern,Low,Closed,1534.2,False,Tier 3 - Standard,Corporate Functions,APAC,Night,2026-05-12,23,False,1440,True
Analyst_14,AST-00196,ALT-102459,2026-05-12 23:50:00,Cloud Access Security (CASB),Impossible Travel Login,Medium,Closed,291.2,True,Tier 3 - Standard,Technology,EMEA,Night,2026-05-12,23,False,480,False
Analyst_04,AST-00060,ALT-102907,2026-05-13 02:42:00,SIEM,Anomalous Login Pattern,Low,Closed,1265.7,True,Tier 2 - High,Global Markets,EMEA,Evening,2026-05-13,2,False,1440,False
Analyst_12,AST-00424,ALT-102048,2026-05-13 03:31:00,Email Gateway,Spoofed Sender Domain,Medium,Closed,4782.2,False,Tier 3 - Standard,Asset Servicing,APAC,Night,2026-05-13,3,False,480,True
Analyst_01,AST-00530,ALT-104851,2026-05-13 03:51:00,Email Gateway,Business Email Compromise Indicator,Medium,Closed,284.4,False,Tier 3 - Standard,Corporate Functions,APAC,Evening,2026-05-13,3,False,480,False
Analyst_06,AST-00410,ALT-107819,2026-05-13 05:03:00,SIEM,Privilege Escalation Attempt,High,Closed,28.4,False,Tier 1 - Critical,Retail Banking,NA,Night,2026-05-13,5,False,120,False
Analyst_11,AST-00016,ALT-108290,2026-05-13 05:22:00,SIEM,Anomalous Login Pattern,Medium,Open,781.7,False,Tier 3 - Standard,Corporate Functions,NA,Day,2026-05-13,5,False,480,True
Analyst_09,AST-00789,ALT-101192,2026-05-13 05:44:00,IDS/IPS,Protocol Anomaly,Medium,Closed,2091.5,False,Tier 3 - Standard,Corporate Functions,APAC,Day,2026-05-13,5,False,480,True
Analyst_09,AST-00774,ALT-109025,2026-05-13 05:48:00,Cloud Access Security (CASB),Anomalous Data Download Volume,High,Closed,194.9,False,Tier 2 - High,Corporate Functions,EMEA,Day,2026-05-13,5,False,120,True
Analyst_03,AST-00650,ALT-107614,2026-05-13 06:21:00,IDS/IPS,Malware Signature Match,High,Closed,87.0,False,Tier 1 - Critical,Retail Banking,EMEA,Night,2026-05-13,6,False,120,False
Analyst_06,AST-00250,ALT-105113,2026-05-13 07:26:00,IDS/IPS,Exploit Attempt Signature Match,High,Closed,118.3,False,Tier 2 - High,Technology,NA,Night,2026-05-13,7,False,120,False
Analyst_01,AST-00655,ALT-105195,2026-05-13 07:52:00,EDR,Unsigned Binary Execution,Medium,Closed,228.2,False,Tier 2 - High,Asset Servicing,EMEA,Evening,2026-05-13,7,False,480,False
Analyst_06,AST-00565,ALT-107231,2026-05-13 07:54:00,Firewall,Blocked Outbound C2 Traffic,Medium,Closed,264.9,False,Tier 3 - Standard,Asset Servicing,NA,Night,2026-05-13,7,False,480,False
Analyst_14,AST-00711,ALT-110117,2026-05-13 08:00:00,SIEM,Lateral Movement Indicator,Medium,Closed,209.5,False,Tier 2 - High,Retail Banking,NA,Night,2026-05-13,8,True,480,False
Analyst_13,AST-00203,ALT-110348,2026-05-13 08:19:00,Firewall,Blocked Outbound C2 Traffic,High,Closed,178.9,True,Tier 2 - High,Global Markets,EMEA,Evening,2026-05-13,8,True,120,True
Analyst_04,AST-00312,ALT-100148,2026-05-13 08:33:00,Email Gateway,Business Email Compromise Indicator,High,Closed,285.9,False,Tier 3 - Standard,Asset Servicing,NA,Evening,2026-05-13,8,True,120,True
Analyst_10,AST-00017,ALT-106040,2026-05-13 08:44:00,EDR,Credential Dumping Indicator,Medium,Closed,126.2,True,Tier 3 - Standard,Retail Banking,NA,Evening,2026-05-13,8,True,480,False
Analyst_02,AST-00329,ALT-102487,2026-05-13 09:10:00,Cloud Access Security (CASB),Unsanctioned App Access,Critical,Closed,36.2,False,Tier 3 - Standard,Corporate Functions,NA,Day,2026-05-13,9,True,30,True
Analyst_01,AST-00035,ALT-107820,2026-05-13 09:11:00,EDR,Ransomware Behavior Pattern,Low,Closed,504.6,False,Tier 3 - Standard,Asset Servicing,APAC,Evening,2026-05-13,9,True,1440,False
Analyst_07,AST-00652,ALT-105003,2026-05-13 09:43:00,SIEM,Anomalous Login Pattern,Critical,Closed,21.6,False,Tier 3 - Standard,Fund Services,APAC,Evening,2026-05-13,9,True,30,False
Analyst_07,AST-00167,ALT-110231,2026-05-13 09:55:00,EDR,Credential Dumping Indicator,Low,Closed,1157.5,False,Tier 3 - Standard,Global Markets,NA,Evening,2026-05-13,9,True,1440,False
Analyst_01,AST-00435,ALT-106215,2026-05-13 09:57:00,Firewall,Port Scan Detected,Medium,Closed,1144.7,True,Tier 1 - Critical,Retail Banking,APAC,Evening,2026-05-13,9,True,480,True
Analyst_13,AST-00670,ALT-106535,2026-05-13 09:58:00,Email Gateway,Business Email Compromise Indicator,Low,Closed,540.7,True,Tier 3 - Standard,Global Markets,EMEA,Evening,2026-05-13,9,True,1440,False
Analyst_04,AST-00184,ALT-110241,2026-05-13 10:11:00,Email Gateway,Malicious Attachment,Low,Closed,1721.7,False,Tier 3 - Standard,Corporate Functions,APAC,Evening,2026-05-13,10,True,1440,True
Analyst_01,AST-00598,ALT-106966,2026-05-13 10:32:00,SIEM,Anomalous Login Pattern,Low,Closed,1494.7,True,Tier 3 - Standard,Corporate Functions,NA,Evening,2026-05-13,10,True,1440,True
Analyst_11,AST-00787,ALT-102253,2026-05-13 10:41:00,EDR,Ransomware Behavior Pattern,High,Closed,6.0,False,Tier 3 - Standard,Global Markets,APAC,Day,2026-05-13,10,True,120,False
Analyst_04,AST-00607,ALT-101957,2026-05-13 10:48:00,Firewall,Blocked Outbound C2 Traffic,Low,Closed,165.9,False,Tier 3 - Standard,Corporate Functions,APAC,Evening,2026-05-13,10,True,1440,False
Analyst_14,AST-00473,ALT-109456,2026-05-13 10:58:00,Email Gateway,Phishing Attempt,Low,Closed,5231.6,False,Tier 3 - Standard,Technology,EMEA,Night,2026-05-13,10,True,1440,True
Analyst_10,AST-00590,ALT-105533,2026-05-13 11:16:00,Firewall,Blocked Outbound C2 Traffic,Medium,Closed,544.3,True,Tier 3 - Standard,Technology,EMEA,Evening,2026-05-13,11,True,480,True
Analyst_04,AST-00273,ALT-103117,2026-05-13 11:16:00,Firewall,Blocked Known-Bad IP,Low,Closed,702.3,False,Tier 1 - Critical,Corporate Functions,APAC,Evening,2026-05-13,11,True,1440,False
Analyst_08,AST-00022,ALT-109829,2026-05-13 11:17:00,SIEM,Anomalous Login Pattern,Low,Closed,397.2,False,Tier 2 - High,Technology,NA,Evening,2026-05-13,11,True,1440,False
Analyst_11,AST-00706,ALT-101312,2026-05-13 11:30:00,Firewall,Unusual Outbound Data Volume,Medium,Closed,1426.6,False,Tier 3 - Standard,Fund Services,APAC,Day,2026-05-13,11,True,480,True
Analyst_08,AST-00528,ALT-111063,2026-05-13 11:32:00,Firewall,Unusual Outbound Data Volume,Medium,Closed,185.5,True,Tier 3 - Standard,Global Markets,NA,Evening,2026-05-13,11,True,480,False
Analyst_06,AST-00631,ALT-102946,2026-05-13 11:37:00,SIEM,Anomalous Login Pattern,High,Open,257.1,False,Tier 3 - Standard,Retail Banking,NA,Night,2026-05-13,11,True,120,True
Analyst_10,AST-00085,ALT-111771,2026-05-13 11:38:00,Email Gateway,Spoofed Sender Domain,Critical,Closed,9.8,False,Tier 2 - High,Technology,EMEA,Evening,2026-05-13,11,True,30,False
Analyst_11,AST-00479,ALT-107837,2026-05-13 11:38:00,SIEM,Lateral Movement Indicator,High,Closed,227.5,False,Tier 3 - Standard,Fund Services,NA,Day,2026-05-13,11,True,120,True
Analyst_02,AST-00542,ALT-100466,2026-05-13 11:49:00,Email Gateway,Spoofed Sender Domain,Medium,Closed,1217.6,False,Tier 2 - High,Technology,EMEA,Day,2026-05-13,11,True,480,True
Analyst_04,AST-00757,ALT-105124,2026-05-13 11:59:00,Firewall,Unusual Outbound Data Volume,Medium,Closed,285.4,False,Tier 2 - High,Asset Servicing,NA,Evening,2026-05-13,11,True,480,False
Analyst_02,AST-00572,ALT-105930,2026-05-13 12:00:00,Firewall,Port Scan Detected,Medium,Closed,920.3,False,Tier 3 - Standard,Asset Servicing,APAC,Day,2026-05-13,12,True,480,True
